tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32
1793,1793,17920,0,0,0,0,0,0,0,0,265.399104852629,287.643183504042,216.583506842711,245.917855706362,264.280084131501,263.045262783014,246.674706008817,267.678329133356,238.731394650204,232.63290093668,241.575800347098,209.173266543485,222.859409536229,264.98017675383,235.089232870038,203.035602897476,327.885135221906,272.32953235206,227.844536614501,294.762193108445,205.291311644528,218.612461834275,383.625366530406,243.888816937857,213.166343681331,241.875015321504,195.087844111434,232.041582613746,242.528077884013,226.635256070373,280.529431566547,321.930345689152
1794,1794,17930,0,0,0,0,0,0,0,0,237.680702608212,251.666190868574,228.737812504986,321.927019031725,259.204255735087,283.693545684,292.903613668054,206.627158046023,280.73621545303,317.330730533794,223.33301512401,270.153006320347,291.361994171425,232.51343280663,251.974241705095,257.574031012205,259.227564246628,255.335882988258,323.00565273921,271.436787334206,283.529834390696,295.664903865659,379.017356769251,170.805231834539,277.702385712759,251.182049427363,245.585616814732,220.297514833068,309.353025995945,256.137438792227,243.079480740644,220.076911580026
1795,1795,17940,0,0,0,0,0,0,0,0,242.446421935564,260.264527076458,181.313081886528,253.873135972163,281.240385822221,304.485779687185,216.520574656065,257.609376998239,221.538506144577,180.326967522503,270.360874422339,190.551680377413,244.085399929532,228.742816630038,228.365180996434,224.131583719769,204.563822796945,306.943739789193,204.606075677194,222.670329539686,245.284761478062,245.134580223988,356.704253012133,227.729461153294,246.984936912393,318.826923926969,267.161192943747,287.394964575672,267.770560537392,278.786611651839,257.505106446866,262.286061512214
1796,1796,17950,0,0,10,0,0,0,0,0,307.833031903088,280.767126419633,328.416474245776,182.408042314796,254.509489174454,237.552769658987,243.719285106768,240.90089882071,211.503225918507,229.45843040802,207.60306861509,241.758927779668,243.471588669657,261.732724795993,263.837761150787,206.652754925637,262.508095733135,241.517288859792,223.874306174463,288.956341270044,260.08023176784,171.047773084978,375.079662389126,192.040013537143,292.620535613476,301.67131437412,289.947080932769,286.492547809707,245.054050316056,230.928442327854,221.080939353081,259.03509209238
1797,1797,17960,0,0,10,0,0,0,0,0,249.132274842462,260.706553355378,267.661829112655,235.409234527268,297.226899984535,239.931676866053,236.023011550684,280.341947503107,228.884869074467,244.428413687142,283.947438254075,218.318848473781,165.918182688169,267.296748825666,218.3976213182,215.826097449558,224.5205038949,249.418006349165,166.127963418253,195.683508295251,257.247081619472,229.911625089732,341.875346697621,283.14693712454,286.252683582516,351.602787102108,212.10497733639,240.406748694714,226.544810861288,297.82996744417,216.946923788882,244.816785454516
1798,1798,17970,0,0,10,0,0,0,0,0,289.660829961803,305.716605510331,293.116298855642,238.634612064497,259.776644187513,236.29486309051,258.008369008942,233.561247588502,256.64876893056,221.829441008987,271.805313711167,187.729827893348,219.000368726411,241.771760492666,231.255976235049,216.364845140097,253.60429067082,237.297818422935,206.834186304969,274.833811777251,235.922541887192,219.499130621714,368.619016606356,209.706815810644,258.760653147078,278.397243195842,237.903844904731,282.718832156126,209.922253270048,212.042370812136,276.224799931295,198.37556450511
1799,1799,17980,0,0,10,0,0,0,0,0,280.575281883907,281.118024318272,256.118066856118,294.382315917735,229.803532757691,278.990725050241,258.514518523942,298.657940534976,251.403472357729,222.552055240469,287.286996569847,212.427100020204,300.34344525347,257.232979082603,212.994912767448,258.399617538441,208.749067540561,244.92268664469,275.535289629438,289.436850002077,261.442006201087,246.754900614014,381.049960674026,292.598799793863,232.417787639228,276.699595368627,224.653528345573,223.85059646295,257.550150620276,217.091077121098,310.45256124281,227.685101950808
1800,1800,17990,0,0,10,0,0,0,0,0,226.783547552382,272.238585125305,285.059047651515,278.214520135702,263.239437350144,276.339869218786,232.762613330737,300.284566046192,279.328050875862,164.580350499437,255.359694596432,204.829759411751,228.039040465229,332.134027077979,256.020917202886,263.925705913673,302.966629962411,248.817526228054,207.17059880222,294.689895553943,263.483324506568,223.187632398318,345.759984970221,264.715366048374,271.824409477307,203.254408510891,188.187886778902,259.680270144365,172.329413059688,196.326257231469,164.914919291578,263.919773253762
1801,1801,18000,0,0,10,0,0,0,0,0,275.382782613204,266.755760529726,221.988551586149,229.956732442474,257.867449506121,272.447637333646,268.02160787458,247.289635602163,229.700479460874,239.237153952206,270.555269940308,260.53339547743,233.763562662778,215.774737726975,262.230051301955,203.597006181058,223.287488853625,227.301221736379,182.891018184626,242.490436600334,301.907684093207,233.919347780316,349.973083234466,310.87932915883,200.56315199697,275.188445460338,281.439828466309,305.86865499759,209.085666646364,216.770776687859,241.05610998516,281.885815401626
1802,1802,18010,0,0,10,0,0,0,0,0,259.776395314485,298.351169232218,305.621073661595,284.948623357388,263.742557964126,324.083022639158,255.386914559092,260.693563344806,258.6773914307,285.457162607452,170.332169756572,289.46026159162,246.335355796104,308.456602252132,261.159605370671,168.340284913132,285.478832192675,297.625579987339,186.384615311075,268.160545041267,274.521600877322,187.762515703606,341.753904109512,303.726925103765,236.405611123754,232.56960713781,161.147030589393,272.815074252456,311.949601606752,298.830000720233,303.885765580886,263.200637577524
1803,1803,18020,0,0,10,0,0,0,0,0,175.015149315214,272.244358876907,263.983135922397,276.55627641554,300.364076931094,286.121809693236,230.94803497146,282.268502111641,306.984506384289,189.449869523456,177.640816731061,260.075436201382,228.038505627167,231.727037967119,264.102377615533,253.339012824473,240.781330282865,164.375290687551,198.768901175102,211.340634386409,269.618550693228,261.592915228329,375.333958005875,253.117015620012,325.265418790122,178.733889413985,312.69771401009,210.366099727459,244.039360292996,209.296333213293,279.687308975624,271.462412292777
1804,1804,18030,0,0,10,0,0,0,0,0,236.566833471864,236.217204942105,193.149662768217,259.172306786125,260.435282430531,216.435083409996,278.514991496512,267.789027186413,273.163733250536,218.655171907197,280.873886928473,196.694406368137,313.072260913978,227.893514242812,221.619072514122,272.228465104033,229.674377501225,194.022775872776,283.228039270206,266.350792953341,278.903581136024,395.557525575653,379.023041697181,247.462120778977,258.17817135857,234.140934173891,202.05058539818,182.04438601682,229.833259776783,279.313933483172,203.425199773825,237.400314938768
1805,1805,18040,0,0,10,0,0,0,0,0,254.01027340725,244.922263567332,263.97544250182,280.347906852075,237.56595626339,272.601899742932,239.719056687965,226.404543889171,238.17293373799,275.943431410809,229.673365755511,231.50326298378,320.499124350792,247.756552803914,274.728630751712,216.439742698119,227.914811947977,228.800240321683,249.83230462346,301.050139911294,208.709608861707,230.165683936068,388.298112598328,229.002379132901,254.32880205211,246.860796384278,292.04770713756,177.852430260919,294.009705802663,198.30042120364,252.502900504611,285.55966343964
1806,1806,18050,0,0,0,0,0,0,0,0,289.455264389574,178.864931722219,234.217767682869,245.195361996576,240.992801898838,267.577485737661,304.352304749033,297.662916548927,260.026706067884,246.732666981762,229.008137626979,220.570988883212,221.109296214266,258.523454406108,268.257330783462,292.246194330044,171.462433507129,218.327211700764,254.846706136907,282.442951921941,288.565908498191,209.599093296181,386.676763864509,253.253702993287,253.991187352033,234.329993470965,200.721129451539,227.994498212295,193.996051826262,284.789883626998,221.240640710818,294.518887569337
1807,1807,18060,0,0,0,0,0,0,0,0,247.635978818846,247.882528949314,202.003085778801,246.884343760683,224.439327634066,314.393258114988,259.126578496204,245.337028254148,239.390936685354,241.606288400915,268.8651136047,290.520937541002,240.809707708798,264.078825675216,227.704768491186,237.616458000769,275.322550537634,236.012757109094,329.589180918402,279.295069869976,295.854786037535,238.614092263047,368.844252973542,248.878169173357,250.971131678885,247.439134478743,280.310807190215,307.508815159679,230.232038896266,281.429538846401,229.567377977204,238.302175723102
1808,1808,18070,0,0,0,0,0,0,0,0,228.775398834464,248.902658387122,221.758804479201,211.160327910139,269.373103853785,276.63727940169,246.558978672382,277.657713034826,212.684640134035,265.602408238495,214.145779278719,255.70013286872,242.245503312826,259.705494126216,236.801050673186,287.651122102594,234.268274142137,265.129898145695,267.207623233255,279.47329415812,306.244252262889,321.534147299911,372.535014446011,266.571149774191,263.893415094932,216.400082806622,254.797912311656,189.415608037454,289.713562204951,226.103697466764,265.921419394443,323.348475337542
1809,1809,18080,0,0,0,0,0,0,0,0,257.087077457559,236.71081270323,215.350990822458,197.512114897601,206.39216424936,233.093454684237,225.185163859177,192.732917664839,244.383794444585,279.784320801404,245.763179479502,175.586066674736,214.726719445469,270.836869002271,212.304903018358,255.562852278546,260.390089737097,279.189085470306,205.677452037999,202.611370016093,259.26968030034,273.369827829186,374.292178193286,242.422489997963,248.457206217579,217.402415245708,244.789151866058,225.868162028343,262.106928635196,315.56924411065,276.664555032321,195.137529547879
1810,1810,18090,0,0,0,0,0,0,0,0,218.213651443176,143.464124081253,256.569849838642,241.98968082571,241.54879920426,190.747698615582,315.519893131631,234.281540538462,201.975914671121,240.104680693695,222.261677708058,235.118395544369,184.28442101178,227.493954550427,264.232360093736,231.136740009492,264.360320875851,253.918397796724,256.022512059473,252.056034666384,250.628903725423,309.497367121763,369.628159684647,301.711660322565,267.735018509155,271.149716086569,209.897813055707,300.261271895529,284.078368724736,298.341176104262,175.676238826549,180.65903372961
1811,1811,18100,0,0,0,0,0,0,0,0,199.182062932586,205.686477909138,222.273393174896,310.219037254532,230.789119759295,272.317816928244,257.235065011508,156.156896917514,173.368595627261,232.335533606722,257.135454387387,228.033010642172,229.070279452311,271.140233651466,232.629200796848,248.265756256131,256.22975883273,272.837752480587,229.755333204626,273.570261529818,189.271193392989,236.884868378961,352.848165184917,253.619875771906,243.835224538933,179.462718015663,226.219894217988,254.468010765687,247.013820513522,265.027296977153,244.713739188666,183.298336619994
1812,1812,18110,0,0,0,0,0,0,0,0,282.446682429016,297.461844596564,221.545524936933,279.42160906978,250.656196800648,294.076240673326,251.32953630108,222.342756666945,313.014276287929,269.067697002338,253.438496033525,262.276061820534,251.068119542789,286.422427270791,247.078630165829,276.47558096864,255.306152450354,211.053560634542,319.596699290551,274.53848744674,285.031710800017,273.796995416955,356.575140329712,241.826406356163,235.982896363094,235.636997867458,243.661561934328,205.889666093348,240.315426512764,231.658606731551,300.370342059492,320.391851120036
1813,1813,18120,0,0,0,0,0,0,0,0,263.25866706333,240.674776211886,295.903298270049,212.746915499449,298.802221788334,273.994110421964,240.627296092609,238.089147581272,243.147442260961,286.106669039144,247.416468321533,250.912367377723,219.107847805679,284.501566890643,235.543525505127,246.120735294661,272.191275033593,229.243116366021,248.865170520734,269.89084465719,236.986466514064,222.307053385933,351.332482600316,280.462187783613,212.199037312182,342.280318161785,228.165227154655,291.33827391717,233.507116807789,261.223972574795,246.273384993683,305.417333102319
1814,1814,18130,0,0,0,0,0,0,0,0,220.713393133355,250.065372557536,261.898371132036,262.887321866039,274.215014268599,243.196998209495,261.203527081804,253.139752086227,265.593890065474,204.242014959689,202.92453977152,263.035941614974,268.304201397832,261.632108461799,301.225968308307,195.199400788762,238.893244366312,262.677974169512,211.579126480633,217.431307421063,206.533348491439,271.089971926479,344.400648391195,286.178747217797,233.532683889613,289.863557073177,274.950857567597,277.886221942834,273.544328048055,233.845392726672,273.438362326496,256.159277586928
1815,1815,18140,0,0,0,0,0,0,0,0,180.931976991724,263.127590820039,251.862575241744,327.517634709023,187.593715302414,265.153655611957,249.999488207088,198.563072824358,258.141455442173,169.588973796277,228.262040157501,276.371773745853,235.96635231151,254.122576749927,206.107934786584,288.302795296598,168.878860432009,226.398348406431,249.557147317654,204.089439530881,269.046578951986,248.652805842003,321.360557924406,177.010658358648,234.415034637162,204.310646754483,272.764289131094,230.204801466207,260.22157152488,211.069715165902,287.725382801138,238.657877294052
1816,1816,18150,0,0,10,0,0,0,0,0,295.945555177586,232.3100158338,243.822498381294,262.804977622132,278.748647297425,267.682485198551,245.296354158838,296.843601972571,184.296131658603,205.482775566031,116.09854439936,231.406877138617,269.336912798712,276.883959955067,269.401961168771,182.876722197524,241.235154866178,227.971703041681,146.218428106295,234.001281818156,200.596689318419,283.460038766025,325.157395733943,245.982754269579,295.20036752361,252.153268584352,285.331175423738,259.48187210794,244.787494398604,259.53126082719,298.895691510822,266.967050232537
1817,1817,18160,0,0,10,0,0,0,0,0,278.723172156774,349.554013190302,230.209815123931,235.738610166059,201.071723347408,230.26698791815,242.825730184318,282.832007357033,258.366964746657,316.195040755202,224.799356613298,299.091891264309,216.339781647455,198.797508029226,245.987363713603,242.140069424711,272.292591749643,298.895434997834,310.754043798643,245.400505369988,242.780774929526,264.746850685929,309.57616025841,200.274389967716,297.339946195092,245.76535652991,199.625712486637,168.337811981767,193.047156897597,189.591309750514,196.605088619587,242.69248614316
1818,1818,18170,0,0,10,0,0,0,0,0,272.014517307491,330.284841882343,217.085040268072,229.462170526712,300.960378136577,231.77716032589,241.351957408104,268.963099290267,154.516142263379,289.980577672327,253.805285807886,307.806885682832,242.400285250137,250.295516636097,266.027568316489,315.471821067382,244.757304354636,329.236336756996,228.992667033898,233.112209645552,242.771614991323,253.559509709287,345.893009060963,263.19878779036,257.997785221166,244.064836870912,183.320473441232,188.531011825061,253.995651124132,249.389851156971,243.626607191899,272.218875500107
1819,1819,18180,0,0,10,0,0,0,0,0,233.237848616374,258.723009835799,254.064544562019,228.81482490876,291.686146210434,215.278701508496,273.916136839735,213.582760259641,281.880941622773,223.675978878441,251.802890484292,284.452823686374,221.704426690609,229.105825500834,273.951429903608,320.733644953291,293.617667541252,234.663135982268,257.005348348598,223.87879756549,275.956259794842,281.31168971092,314.945134026216,338.509422872316,208.6754168324,217.525255739077,298.08787634353,189.829575475298,208.762796496666,215.771480359236,230.799760999477,213.593092211228
1820,1820,18190,0,0,10,0,0,0,0,0,293.747174686904,214.104248296313,239.351362638685,273.482146651116,230.557562671189,230.917812471297,246.799412226877,268.042289039725,285.374707573456,227.621821907252,269.53638320618,288.541891709227,244.855107616489,219.474230458505,270.514288077892,234.144204448976,228.679690794268,324.76009158786,235.739323291682,252.851056936658,278.151802154457,260.826262998251,312.432247984822,178.901471871878,311.307431301285,176.258830476679,250.888732660079,150.663572026411,266.557602714061,229.805042033022,225.337862181298,278.621599929706
1821,1821,18200,0,0,10,0,0,0,0,0,279.450397869607,254.118092020139,262.645024550456,329.066129913338,236.402212515286,266.485244472279,224.616950783338,226.690728163345,319.754567381829,223.241973621017,275.065115293392,268.177008012133,249.330599356427,223.271189939837,229.259811894467,220.378849390893,269.144877560118,277.733930913696,219.230835252483,333.625867008297,259.561267345682,280.387689148723,311.60917518527,267.900227687539,225.316476514932,252.198566468472,286.475374186364,283.875883797246,245.637732921316,321.980107939143,195.506954992382,217.467219640169
1822,1822,18210,0,0,10,0,0,0,0,0,241.480107425325,245.395097730511,254.474422561263,265.046868732563,238.77837332468,193.510865910834,284.475691808035,235.398081586394,210.416098458065,335.740291607807,221.794334662573,290.990710878681,320.656327013308,223.908138793534,262.202576775516,235.220280797806,216.94399886622,288.991657217106,211.363274277996,205.779156905562,201.004886636755,194.104527088326,325.140670273535,293.710472189603,220.184864386002,240.344039121567,268.921082281139,250.036353463293,264.307842816147,247.415297712961,224.033930815227,232.70956908735
1823,1823,18220,0,0,10,0,0,0,0,0,280.960324645967,297.410865313776,232.354532637719,296.957336873598,278.762110204462,246.581934913049,232.565758171956,266.284144036366,253.920017002458,202.964817417159,248.482437625541,197.324554724375,301.758329675963,257.560724046271,220.894618930744,314.457517563237,257.291481672524,268.982041263092,308.791628600446,277.392535056234,227.345097852833,193.8102617103,351.162921369825,258.372701902325,219.679908677015,202.153530142975,299.496730747178,266.876969003738,216.829364858007,200.474368024926,299.96206921313,159.131567723476
1824,1824,18230,0,0,10,0,0,0,0,0,217.011389189382,203.84170076858,169.803131687099,271.355709671913,268.265431840204,281.362916427158,280.99047993574,151.205549482617,251.055863579775,285.440502158604,224.96740957274,269.891741177882,296.823075728294,255.736548747618,261.481655750901,309.09571906303,269.235140746689,301.537356601401,223.00897132272,260.076496554431,307.114421956319,294.074529170284,328.226985209362,265.435902217618,221.872547823249,239.49173210617,288.010578165051,272.168055093481,242.761398577548,235.401774140433,207.063353643436,258.911032354239
1825,1825,18240,0,0,10,0,0,0,0,0,296.924226615023,277.546390573851,270.699393996332,277.405316894924,295.926013419355,227.12005719388,250.616960783166,301.254482486008,212.980299980391,250.485989769001,218.547360619146,280.107861579461,259.051599094844,249.684407969317,294.53372654582,296.080844210682,232.698358838538,262.071045411922,271.671372092857,283.097014493203,209.441629664114,270.71431455096,345.836084784398,343.749616875636,240.205531283917,248.877782326758,245.784294577201,205.023436512055,219.041725014369,270.986450287768,218.188940481858,295.747369146709
1826,1826,18250,0,0,0,0,0,0,0,0,230.720755026437,306.946224502945,215.840111719777,256.940108457884,288.477815738139,274.648700653535,275.802057105021,279.811969286532,240.966765968016,218.976069019104,233.371286777997,233.823029546369,235.263013993418,215.209281259079,269.241839714161,219.695226777589,239.776902819496,276.329143218116,299.114178384159,282.989829853563,293.014912466968,273.468826926486,333.71912848101,232.647020606364,250.13136048879,200.358128543176,261.089271441262,281.758433505832,225.631345299533,307.116775826755,245.848978228819,216.54957212187
1827,1827,18260,0,0,0,0,0,0,0,0,301.595208475409,208.363970826122,295.474213241053,144.065487831625,280.412458429901,274.977155973152,241.165805128231,294.390354865646,233.917021347979,240.595950290956,263.971435210195,185.793481524605,296.531698472656,281.102273344826,285.602963769998,245.360584340234,249.900130204903,242.317184565159,229.997352180701,234.594510462189,283.734203777352,288.607737998447,352.512260859691,283.956499999587,259.68105063004,240.486357053249,273.764735132045,233.360607238725,305.791010392513,217.17533935992,186.863188044945,262.321677612738
1828,1828,18270,0,0,0,0,0,0,0,0,289.559204844911,224.343589891862,272.67554549576,229.858090177794,232.709248793456,270.129377330218,284.623958450914,242.82805779821,324.446037106963,165.879878582607,251.884776650266,198.733651664883,266.381350361544,247.723251587248,268.597472856817,233.010400975715,223.9078457413,252.727001354968,266.261055352398,304.471332068177,306.349954073632,227.068542887198,345.136906111856,200.270970791135,267.143047688117,256.034424143228,269.981974288869,185.313591769398,284.92290820462,217.247741847036,194.119264772,248.555034678107
1829,1829,18280,0,0,0,0,0,0,0,0,223.996152863164,224.370763280984,248.472498977884,234.781170041937,309.060299164897,220.872094852159,226.869578770388,213.098810209557,281.703049717151,287.573607312572,241.444415199657,281.700426923859,315.6596474579,266.765556471323,229.727474559276,263.480387627582,242.531123057044,229.789716071457,250.579035503919,240.650722828447,211.542391806053,274.547497842487,355.438908245711,191.679027396473,305.740133116159,223.659511594489,296.385685294012,286.840012454125,209.138730790871,256.165729694986,217.210620094531,231.280235046545
1830,1830,18290,0,0,0,0,0,0,0,0,287.348610244605,283.621600515923,264.264087555088,263.607497864913,281.080363321444,245.875025113006,253.472769607775,220.788159699248,278.280610433167,235.047567225313,203.464484949282,223.3297953481,295.651459881051,272.465921659614,201.633678708938,168.305335932515,232.737456364239,277.932868346005,259.618560375762,257.585985968765,270.03036941103,282.850036350401,370.009771857768,267.745289551054,253.500232704592,161.552179498443,305.850850154601,278.58817281773,234.590586288033,251.367003277452,249.469669303676,249.833809824209
1831,1831,18300,0,0,10,0,0,0,0,0,294.455850619611,255.781942605209,176.115005686928,303.526152297519,216.544423050548,282.318412769721,264.140116584328,268.706430819098,201.622471797141,269.734383699419,210.089303535207,264.049825372375,243.272846852648,201.472975744945,257.29498840515,266.482185762263,228.193355595703,253.428287574128,214.336146948092,357.148820917501,283.764267645666,236.282479171995,342.839978720465,181.661856098293,245.658419598683,193.169782585629,227.924284724468,301.513043181309,265.392016220939,271.663992875512,234.324054536748,257.278968626734
1832,1832,18310,0,0,10,0,0,0,0,0,217.45311483192,235.14196813485,221.782573347079,213.548811863469,253.713953352593,300.832302479648,190.044445729178,280.665181917403,221.484979821765,313.713836765463,202.711632643588,201.821431102068,225.553320604972,191.604524401939,279.752930402718,263.2929741982,268.836669464969,243.833196603812,217.444726617156,299.290701283925,240.328228898439,263.08119118046,347.692829230677,294.339136230359,195.503330588856,236.88076178699,234.132451178176,257.699639996553,254.833521124885,224.654862220316,266.502461933395,225.752194034689
1833,1833,18320,0,0,10,0,0,0,0,0,224.06831444906,268.894291481108,250.472294036765,319.139826803787,285.882558573095,231.090260877396,257.015241360784,210.336404666474,256.481819169679,230.885802889223,186.31160024944,186.950343196483,240.322541274673,271.701285187256,266.811053271906,199.150203813009,271.587168248606,185.998102654513,312.134871971878,264.868664311186,284.578609824011,249.977088021269,335.77165232296,237.462139665513,286.39470821577,209.019370839893,236.27687937808,206.214637853422,203.935705661774,272.293446089492,205.63644711265,274.811443438166
1834,1834,18330,0,0,10,0,0,0,0,0,311.465195585212,267.107636593283,187.313760596609,215.775483839409,201.261729117225,313.749302067318,297.647047420574,271.636793808477,268.643859595004,213.575745553785,248.665680088055,275.672119261098,210.239123406692,263.521945362455,177.721252126175,241.178729661548,321.360246027699,229.965121356824,281.601914941562,275.9225942667,290.099140751154,253.235026121977,347.258503374694,198.77900429831,283.556844144563,215.148374191154,278.775117830368,246.429602848356,249.425716578549,221.127184761071,204.40870716635,255.009127822533
1835,1835,18340,0,0,10,0,0,0,0,0,257.101375853884,296.703080773331,304.914893976002,258.749962836245,241.959631115893,194.404694397961,260.817011996461,260.949139821618,271.033622284788,276.726333112882,238.682325274241,300.629431272546,292.224710134508,140.971686689635,230.390499035973,228.585880390087,273.892218061767,228.637022483612,225.211566980907,245.677021978419,259.880673409437,240.407295675525,326.978370612179,229.027518744272,235.802921132967,263.091663404951,241.564634189025,184.342882159114,224.372239113534,265.165448143863,293.554986273248,324.473408416872
1836,1836,18350,0,0,0,0,0,0,0,0,221.420929770393,280.275101580527,281.842904563633,242.18622234695,278.010278924631,301.341084017351,294.479831603887,200.193069197384,246.018676910592,214.87692614314,251.557885892206,272.955723754666,262.546486410531,333.052349679388,243.276709159182,232.503893610144,266.387582197628,264.199599743471,310.472784926986,255.734493700053,227.785369498104,191.188293058902,351.165164359044,245.559080162367,241.149563041684,202.739982641496,279.014793372311,212.778961453724,283.488578716425,238.048601452391,272.219227670233,292.019078867501
1837,1837,18360,0,0,0,0,0,0,0,0,243.752469688335,218.328076194992,276.049967816923,270.53330903586,233.821990077229,214.250220736404,243.358496700119,297.736768120386,236.894519508628,150.670202527788,252.90133766093,240.816600035512,200.336345521649,235.137412604477,164.289410932523,275.191390397997,257.439703657253,237.076184591953,302.658389874012,326.585438036749,362.987301972337,213.576768988079,365.594928395357,356.960917174859,244.368976890906,181.460197054829,266.899210489182,259.95296399133,232.85604046648,248.574801506435,264.025861709673,268.997982539363
1838,1838,18370,0,0,0,0,0,0,0,0,291.822810662981,243.032223727059,251.249162658861,283.902712611041,197.689832011121,223.592056610738,219.832849600745,222.03523287297,256.610665822121,244.499335843311,260.753498440581,264.415692889369,155.910661454973,241.06229601844,298.824227557565,282.52399580724,230.862005386885,276.760524214268,230.167921276573,201.633597076979,322.253612553019,231.367538102741,348.9976384289,338.832585892262,287.871515534927,203.122738719872,311.087951289163,276.81217070123,273.727651828142,228.569073588554,228.857098680006,284.137276348876
1839,1839,18380,0,0,0,0,0,0,0,0,284.759493933123,298.518424398103,265.605327362178,312.825610399139,233.133648456405,310.199008902869,209.951580408988,281.438460928481,269.826988938968,205.929715650994,206.983198782704,263.743699801136,289.217961455803,230.074996342403,252.094130706978,251.967176008241,216.183168238769,221.610929184878,233.07513166634,227.82740789621,252.263966889206,282.874430289375,368.949678157094,278.981007908614,292.987649216552,249.672235765002,299.436190580579,208.640016097809,195.843272423205,266.732470254511,244.6253110557,299.437947935972
1840,1840,18390,0,0,0,0,0,0,0,0,241.080096883332,202.919705103523,318.532624613862,256.059198261094,157.45189079796,245.728946168544,250.089868958561,180.359075676898,213.5625618846,231.108436522945,257.688563577432,233.514848156958,259.97738600693,254.243035634058,291.543302395283,206.397085769482,210.110993567775,275.3156252891,244.21423221331,216.470223870561,194.49129188988,187.497419471964,355.608094148444,282.832578040973,244.938683685786,197.254336041004,292.570305347207,251.541755556335,199.772279777806,260.706774934274,270.425984528608,197.058637840418
1841,1841,18400,0,0,0,0,0,0,0,0,231.094641277111,210.382696480303,267.371737480225,273.393708888175,251.158280764872,267.374947308959,258.528276482066,254.022980327693,225.62778045614,303.665985200703,290.085813479385,194.628463110079,225.877804178682,303.629956448704,239.816389232787,229.267355401912,183.848116775974,297.859717629958,215.820696702349,271.245555058292,239.059235298673,241.178255036326,328.660785590381,227.532605931229,240.901481254124,242.12180878358,182.444754572846,266.485966025864,309.739646155521,239.951254516183,223.398135878392,284.072088793714
1842,1842,18410,0,0,0,0,0,0,0,0,184.705479869114,289.652876510751,216.719263671766,268.617574979708,187.459667001443,304.930657808002,280.897113436258,281.270600561425,241.422498941347,221.807604833548,251.233869493762,240.966607499662,242.696200453506,222.22681935438,266.270365836528,288.568754225964,247.196704503523,299.72213772085,221.790968569881,269.484054289806,247.265518361709,239.991098281622,332.985112301033,277.715818521398,226.139698430716,280.44453681673,241.216656917928,258.733451392341,221.897156969792,267.377155652645,308.583681213516,261.864812119851
1843,1843,18420,0,0,0,0,0,0,0,0,268.301557663069,262.708375192417,301.313487584319,266.980047579628,264.808282786984,253.036704846289,198.706286357633,186.058240802018,296.419530881841,229.905155247431,243.011378032492,253.94447335429,260.033223417123,260.705741148567,251.674708151224,246.607034041461,234.3883832924,249.651356087293,293.161215813171,191.552335885187,288.879924390585,261.049330995115,331.865141760839,223.482905120858,313.663967544408,254.673397384118,187.213322488925,293.145728925843,255.361447667782,276.767819613391,288.564517457935,242.073588233331
1844,1844,18430,0,0,0,0,0,0,0,0,226.174619808481,206.121683438124,300.023677963421,202.341544699229,273.87360899575,260.56335580744,203.558208221688,252.532160478494,209.756252812252,245.340416826303,225.339511503167,230.824317375842,288.827445718775,244.796598124387,297.427387405115,257.514539663714,230.992999525591,293.073511959303,239.663828230791,213.379340589555,231.55182767135,289.52279393558,311.548580458645,309.302599060494,282.896975951712,241.261266969351,311.07125640618,191.404689163968,264.697556185902,249.622690481838,275.200308048881,267.095545588862
1845,1845,18440,0,0,0,0,0,0,0,0,177.940800490442,223.762574465947,247.858086368792,195.913199716164,182.300173543113,183.303245975915,287.946168415961,287.432248257587,233.890889640999,221.380789571497,280.499721187425,262.038449196014,232.794161729925,245.633105070626,233.501745851682,196.016821851823,272.574794574586,305.296609142458,215.121855246831,252.564850647818,245.249054981746,223.291595325487,305.42118894784,274.251622777145,250.233916142627,227.779625322421,191.025623516447,318.945668140451,275.314563798937,290.931070555207,286.147432434339,298.809083102645
1846,1846,18450,0,0,0,0,0,0,0,0,169.704042834652,288.021603924354,262.074164779048,227.171917295065,262.984921099505,273.447420766407,245.120288408111,216.851013055081,273.127549287803,269.083816977622,260.035363927776,268.936510671814,262.178950936449,301.373916835865,226.087500161127,286.62825692887,183.521567943135,224.332365065367,299.892666530111,276.233492461168,311.542255706099,245.684744230897,303.870901949445,219.336799069425,276.424369379558,221.876205664517,204.566088784111,208.311588301711,276.442129169952,192.729554035892,161.526468314655,275.172023072388
1847,1847,18460,0,0,0,0,0,0,0,0,261.654816273257,232.231057280318,186.181553491672,296.698350152253,304.599181943296,237.278534979242,190.233580883887,248.405151016069,264.089699948198,237.8313333039,232.823929334436,222.114208689472,226.970014613924,223.222442061891,210.201157290122,193.301285737604,201.707029051422,260.506400243844,260.329737802719,248.540013899393,217.894300149526,236.531567493049,297.040312725923,272.264590077581,271.672053733741,243.135596585619,342.124739362788,300.272532217304,232.464152433387,275.640616471631,237.536161710742,242.990741292892
